Lab Name,Sectors,Location,Institution,Latitude,Longitude
Laboratory for Drug Delivery and Biomaterials,"Aerospace and satellites, Agriculture, animal science and food, Automotive, Chemical industries, Clean technology, Construction (including building, civil engineering, specialty trades), Consumer durables, Consumer non-durables, Defence and security industries, Energy, Environmental technologies and related services, Fisheries and aquaculture, Forestry and forest-based industries, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Mining, minerals and metals, Ocean industries, Utilities","10 Victoria Street South, Kitchener, ON, N2G 1C5, Canada",University of Waterloo,43.4527226,-80.49877769999999
Laboratory for Experimental Infrared Astronomy,"Aerospace and satellites, Education, Manufacturing and processing","50 St. George Street, Toronto, ON, M5S 3H4, Canada",University of Toronto,43.6605269,-79.3974901
Laboratory for Functional Tissue Engineering,"Education, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Professional and technical services (including legal services, architecture, engineering)","164 College Street, Rosebrugh Building, Room 407, Toronto, ON, M5S 3G9, Canada",University of Toronto,43.6600101,-79.3931363
Laboratory for Games and Media Entertainment Research (GaMER Lab),"Arts and cultural industries, Information and communication technologies and media","2000 Simcoe Street North, Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9450679,-78.8966193
Laboratory for optofluidics and small scale transport phenomena,"Clean technology, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","19 Division Street, Kingston, ON, K7L 3N6, Canada",Queen's University,44.2286331,-76.49271279999999
Laboratory for Percutaneous Surgery (Perk Lab),"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","25 Union St., Kingston, ON, K7L 2N8, Canada",Queen's University,44.22792889999999,-76.4923949
Laboratory for Physiology and Genetics of Aquatic Organisms,"Agriculture, animal science and food, Environmental technologies and related services, Fisheries and aquaculture, Life sciences, pharmaceuticals and medical equipment","D’Iorio Building, 130 Louis Pasteur Pvt, Ottawa, ON, K1N 6N5, Canada",University of Ottawa,45.42125,-75.68095989999999
Laboratory for Strategic Materials,"Chemical industries, Clean technology, Energy, Mining, minerals and metals","200 College Street, Toronto, ON, M5S 3E5, Canada",University of Toronto,43.6589603,-79.39564469999999
Laboratory for the Analysis of Natural and Synthetic Environmental Toxins (LANSET),"Chemical industries, Clean technology, Defence and security industries, Environmental technologies and related services, Fisheries and aquaculture, Forestry and forest-based industries, Life sciences, pharmaceuticals and medical equipment, Mining, minerals and metals, Ocean industries, Policy and governance","20 Marie-Curie Private, Ottawa, ON, K1N 6N5, Canada",University of Ottawa,45.4211174,-75.6820898
Laboratory for Ultrafast Thermomagnetics (LUTher),Information and communication technologies and media,"11 Arboretum Lane, Toronto, ON, M3J 2S5, Canada",York University,43.7722329,-79.50668879999999
Laboratory to Study Signal Transduction and Gene Regulation in Cancer,"Education, Life sciences, pharmaceuticals and medical equipment","Medical Sciences Building,1 King’s College Circle, Room 4306, Toronto, ON, M5S 1A8, Canada",University of Toronto,43.66080050000001,-79.39350089999999
Lakehead University Center for Analytical Services (LUCAS),"Agriculture, animal science and food, Chemical industries, Clean technology, Education, Energy, Environmental technologies and related services, Fisheries and aquaculture, Forestry and forest-based industries, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Mining, minerals and metals","955 Oliver Road, Thunder Bay, ON, P7B 5E1, Canada",Lakehead University,48.42123609999999,-89.2609865
Lakehead University Material Characterization Services (LUMCS) and Lakehead University Instrumentation Laboratory,"Chemical industries, Clean technology, Energy, Environmental technologies and related services, Manufacturing and processing, Mining, minerals and metals","955 Oliver Road, Thunder Bay, ON, P7B5E1, Canada",Lakehead University,48.42123609999999,-89.2609865
Lambton Manufacturing Innovation Centre (LMIC),"Aerospace and satellites, Agriculture, animal science and food, Automotive, Chemical industries, Clean technology, Consumer durables, Education, Energy, Environmental technologies and related services, Healthcare and social services, Information and communication technologies and media, Life sciences, pharmaceuticals and medical equipment, Management and business related services, Manufacturing and processing, Mining, minerals and metals, Professional and technical services (including legal services, architecture, engineering), Transportation, Utilities","NOVA Chemicals Health & Research Centre, Building E, Sarnia, ON, N7S 6K4, Canada",Lambton College,42.99744279999999,-82.3434607
Lambton Water Centre (LWC),"Chemical industries, Clean technology, Environmental technologies and related services, Mining, minerals and metals, Utilities","1457 London Rd., Sarnia, ON, N7S 6K4, Canada",Lambton College,42.9756753,-82.347284
Lawson Imaging,"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","268 Grosvenor Street, London, ON, N6A 4V2, Canada",St. Joseph's Health Care London,42.9996856,-81.25404759999999
LeBlanc Entomology Lab,"Agriculture, animal science and food, Chemical industries, Environmental technologies and related services, Professional and technical services (including legal services, architecture, engineering)","2000 Simcoe Street North, Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9450679,-78.8966193
Life Sciences Research Building,,"1125 Colonel By Drive, Ottawa, ON, K1S 5B6, Canada",Carleton University,45.38146159999999,-75.69917389999999
Lin Brain Lab,"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","2075 Bayview Avenue, Toronto, ON, M4N 3M5, Canada",Sunnybrook Health Sciences Centre,43.7217772,-79.3759788
Liquid Chromatography - Mass Spectrometry (LC-MS) Facility,"Agriculture, animal science and food, Education, Life sciences, pharmaceuticals and medical equipment","200 University Ave West, Kitchener, ON, N2G 1C5, Canada",University of Waterloo,43.4690429,-80.53794160000001
Listeriosis Reference Service (LRS),"Agriculture, animal science and food, Life sciences, pharmaceuticals and medical equipment","251 Sir Frederick Banting Driveway, Tunney’s Pasture, Ottawa, ON, K1A 0K9, Canada",Health Canada,45.4049624,-75.7420039
LIVELab at the McMaster Institute for Music and the Mind (MIMM),"Arts and cultural industries, Education, Healthcare and social services, Information and communication technologies and media, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Professional and technical services (including legal services, architecture, engineering)","1280 Main Street West, Hamilton, ON, L8S 4K1, Canada",McMaster University,43.2586283,-79.91950349999999
Long Wavelength Laboratory,"Aerospace and satellites, Defence and security industries, Information and communication technologies and media","Astronomy Building, Toronto, ON, M5S 3H4, Canada",University of Toronto,43.6606038,-79.3974985
Longo’s Food Retail Laboratory,"Agriculture, animal science and food, Consumer non-durables, Fisheries and aquaculture, Healthcare and social services, Management and business related services","50 Stone Rd E., Guelph, ON, N1G 2W1, Canada",University of Guelph,43.5290504,-80.2287845
Louise Pelletier Histology Core Facility,"Education, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","451 Smyth Road, Ottawa, ON, K1H 8M5, Canada",University of Ottawa,45.4022554,-75.6501784
MacDonald Lab (thermodynamics and fluid mechanics),"Aerospace and satellites, Clean technology, Energy, Mining, minerals and metals, Utilities","2000 Simcoe Street North, Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9450679,-78.8966193
Macromolecular Crystallography Facility,"Life sciences, pharmaceuticals and medical equipment","200 University Avenue West, Waterloo, ON, N2L 3G1, Canada",University of Waterloo,43.471643,-80.5408362
Magmatic and Ore-Forming Processes Research Laboratory,"Aerospace and satellites, Chemical industries, Construction (including building, civil engineering, specialty trades), Defence and security industries, Energy, Environmental technologies and related services, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Mining, minerals and metals","22 Russell St., Earth Sciences Centre, Toronto, ON, M5S 3B1, Canada",University of Toronto,43.6601013,-79.3991585
Manufacturing and Automotive Innovation Hub Research Facility,"Automotive, Manufacturing and processing, Transportation","800 Collip Circle, London, ON, N6G 4X8, Canada",National Research Council Canada,43.0159247,-81.2780787
Mass Spectrometry - Centre for Biologics Evaluation,"Life sciences, pharmaceuticals and medical equipment","Frederick G Banting Building, Ottawa, ON, K1A 0K9, Canada",Health Canada,45.4048101,-75.741801
Materials Analysis Facility,"Chemical industries, Clean technology, Environmental technologies and related services, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Mining, minerals and metals","200 University Avenue West, Waterloo, ON, N2L 3G1, Canada",University of Waterloo,43.471643,-80.5408362
Materials Characterization Facility,"Chemical industries, Clean technology, Education, Energy, Environmental technologies and related services, Forestry and forest-based industries, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Mining, minerals and metals","30 Marie-Curie Private, Ottawa, ON, K1N 6N5, Canada",University of Ottawa,45.4211062,-75.68116719999999
Materials Characterization Facility (MCF),"Chemical industries, Clean technology, Energy, Environmental technologies and related services, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","2000 Simcoe Street North, Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9450679,-78.8966193
Materials Characterization Laboratory (uOttawa MCL),"Aerospace and satellites, Automotive, Clean technology, Energy, Environmental technologies and related services, Manufacturing and processing, Mining, minerals and metals, Transportation","161 Louis Pasteur, Ottawa, ON, K1N 6N5, Canada",University of Ottawa,45.4197526,-75.6795635
Maynes Lab,"Life sciences, pharmaceuticals and medical equipment","555 University Ave, Toronto, ON, M5G 1X8, Canada",The Hospital for Sick Children,43.6570007,-79.3889907
McMaster Analytical X-ray Diffraction Facility (MAX),"Automotive, Chemical industries, Education, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Mining, minerals and metals","1280 Main Street West, Hamilton, ON, L8S 4M1, Canada",McMaster University,43.258822,-79.9209321
McMaster Archaeological XRF Lab (MAX Lab),"Arts and cultural industries, Chemical industries, Construction (including building, civil engineering, specialty trades), Defence and security industries, Education, Manufacturing and processing, Mining, minerals and metals","1280 Main Street West, Hamilton, ON, L8S 4L9, Canada",McMaster University,43.2634634,-79.9175776
McMaster Manufacturing Research Institute (MMRI),"Aerospace and satellites, Automotive, Chemical industries, Defence and security industries, Education, Energy, Forestry and forest-based industries, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Mining, minerals and metals, Professional and technical services (including legal services, architecture, engineering)","1280 Main St. W, Hamilton, ON, L8S 4L7, Canada",McMaster University,43.2613739,-79.9210947
McMaster Organizational Behaviour Laboratory,"Healthcare and social services, Information and communication technologies and media, Management and business related services, Policy and governance, Professional and technical services (including legal services, architecture, engineering)","1280 Main Street West, Hamilton, ON, L8S 4L8, Canada",McMaster University,43.2613739,-79.9210947
McMaster Regional Centre for Mass Spectrometry (MRCMS),"Chemical industries, Environmental technologies and related services, Life sciences, pharmaceuticals and medical equipment","1280 Main St. W., Hamilton, ON, L8S 4M1, Canada",McMaster University,43.258822,-79.9209321
Mechatronic and Robotic Systems (MARS) Laboratory,"Aerospace and satellites, Defence and security industries, Manufacturing and processing, Mining, minerals and metals, Utilities","2000 Simcoe Street North, Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9450679,-78.8966193
MEDIC – mHealth and eHealth Development and Innovation Centre,"Healthcare and social services, Information and communication technologies and media, Life sciences, pharmaceuticals and medical equipment","135 Fennell Avenue West, Hamilton, ON, L9C 0E5, Canada",Mohawk College of Applied Arts and Technology,43.2374727,-79.88811869999999
Mental Health in the Digital Age Lab,"Education, Healthcare and social services, Information and communication technologies and media, Policy and governance, Professional and technical services (including legal services, architecture, engineering)","61 Charles Street, Oshawa, ON, L1H 4X8, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.8974094,-78.857935
Metabolomics Core Facility,"Life sciences, pharmaceuticals and medical equipment","451 Smyth Road, Ottawa, ON, K1H 8M5, Canada",University of Ottawa,45.4022554,-75.6501784
Micro-NanoPhotonics Laboratory,"Clean technology, Energy, Environmental technologies and related services, Healthcare and social services, Information and communication technologies and media","1125 Colonel By Drive,, Ottawa, ON, K1S 5B6, Canada",Carleton University,45.38146159999999,-75.69917389999999
Micro/Nano-Optoelectronic Devices Laboratory,Information and communication technologies and media,"10 King’s College Road, Toronto, ON, M5S 3G4, Canada",University of Toronto,43.6600106,-79.3948345
Microbeam Mineralogy Laboratory for Geoscience And Exploration,"Energy, Environmental technologies and related services, Mining, minerals and metals","601 Booth Street, Ottawa, ON, K1A 0E8, Canada",Natural Resources Canada,45.4019226,-75.7055699
Microlab,Information and communication technologies and media,"40 St. George Street, Toronto, ON, M5S 3G4, Canada",University of Toronto,43.6595745,-79.3973729
Microrobotics Laboratory,"Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","Mining Building, 170 College St., Toronto, ON, M5S 3E3, Canada",University of Toronto,43.6595391,-79.3934143
Microsatellite Science and Technology Centre (MSTC),"Aerospace and satellites, Defence and security industries, Environmental technologies and related services, Fisheries and aquaculture, Forestry and forest-based industries, Information and communication technologies and media, Mining, minerals and metals, Ocean industries","4925 Dufferin Street, Toronto, ON, M3H 5T6, Canada",University of Toronto,43.78193630000001,-79.46546649999999
Microwave Imaging Facility,"Defence and security industries, Education, Life sciences, pharmaceuticals and medical equipment, Utilities","Information Technology Building – Annex, Hamilton, ON, L8S4K9, Canada",McMaster University,43.258822,-79.9209321
Mineral Processing - CanmetMINING,"Energy, Environmental technologies and related services, Mining, minerals and metals","555 Booth Street, Ottawa, ON, K1A 0G1, Canada",Natural Resources Canada,45.4024061,-75.7060068
MK Lab (ecology and evolutionary biology),"Agriculture, animal science and food, Fisheries and aquaculture, Ocean industries","25 Willcocks Street, Toronto, ON, M5S 3B2, Canada",University of Toronto,43.6615248,-79.39964189999999
Mobile Research Laboratory,Healthcare and social services,"33 Russell Street, Toronto, ON, M5S 2S1, Canada",Centre for Addiction and Mental Health (CAMH),43.65967430000001,-79.39937599999999
Modern Literature and Culture Research Centre,Arts and cultural industries,"111 Gerrard Street East, Toronto, ON, M5B 1G8, Canada",Toronto Metropolitan University,43.6600068,-79.3765469
Molecular and Cellular Imaging Facility,"Agriculture, animal science and food, Chemical industries, Environmental technologies and related services, Fisheries and aquaculture, Forestry and forest-based industries, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Mining, minerals and metals","488 Gordon Street, Guelph, ON, N1G 2W1, Canada",University of Guelph,43.5303477,-80.2285505
Motor Behaviour and Physical Activity Laboratory,"Education, Healthcare and social services","2000 Simcoe Street North, Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9450679,-78.8966193
Multi-Scale Additive Manufacturing Laboratory,"Aerospace and satellites, Automotive, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","200 University Avenue West, Waterloo, ON, N2L3G1, Canada",University of Waterloo,43.471643,-80.5408362
"Multicore Applications, Architectures, and Algorithms for Complex Systems","Information and communication technologies and media, Utilities","6 King’s College Road, Toronto, ON, M5S 3H5, Canada",University of Toronto,43.6596144,-79.3947467
Multidisciplinary Laboratory for Development of New Generation MRI Contrast Agents for Biomedical Imaging,"Chemical industries, Clean technology, Energy, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","1065 Military Trail, Toronto, ON, M1C 1A4, Canada",University of Toronto,43.78724829999999,-79.1903222
Multimedia Production and Analysis Lab,"Arts and cultural industries, Information and communication technologies and media, Professional and technical services (including legal services, architecture, engineering)","200 University Avenue West, Waterloo, ON, N2T 2S1, Canada",University of Waterloo,43.4715043,-80.5526524
Muscle Health Research Centre (MRHC),"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","4700 Keele Street, Toronto, ON, M3J 1P3, Canada",York University,43.7716501,-79.5013207
NanoFab,"Chemical industries, Energy, Environmental technologies and related services, Information and communication technologies and media, Life sciences, pharmaceuticals and medical equipment","25 Templeton Street, Ottawa, ON, K1N 6N5, Canada",University of Ottawa,45.42095620000001,-75.678484
NanoFabrication Kingston,"Aerospace and satellites, Clean technology, Information and communication technologies and media, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","Innovation Park, Kingston, ON, K7L 0E9, Canada",Queen's University,44.2428558,-76.5143184
Nanomaterials for Energy,"Chemical industries, Clean technology, Energy, Environmental technologies and related services, Manufacturing and processing","Sandford Fleming Building10 King’s College Road, Toronto, ON, M5S 3G4, Canada",University of Toronto,43.6600106,-79.3948345
NanoMechanics and Materials Laboratory,"Aerospace and satellites, Automotive, Clean technology, Energy, Manufacturing and processing, Mining, minerals and metals","170 College St., Toronto, ON, M5S 3E3, Canada",University of Toronto,43.6595391,-79.3934143
Nanotechnology - Centre for Biologics Evaluation,"Life sciences, pharmaceuticals and medical equipment","1st Floor, Room D156, Frederick G Banting Building, Ottawa, ON, K1A 0K9, Canada",Health Canada,45.4048101,-75.741801
Natural Resources DNA Profiling and Forensic Centre (NRDPFC),"Agriculture, animal science and food, Defence and security industries, Environmental technologies and related services, Fisheries and aquaculture, Life sciences, pharmaceuticals and medical equipment, Ocean industries, Policy and governance, Professional and technical services (including legal services, architecture, engineering)","2140 East Bank Drive, Peterborough, ON, K9L 1Z8, Canada",Trent University,44.358646,-78.2849636
Neish Radar Remote Sensing Lab,"Construction (including building, civil engineering, specialty trades), Forestry and forest-based industries, Mining, minerals and metals, Professional and technical services (including legal services, architecture, engineering), Transportation","1151 Richmond Street N., London, ON, N6A 5B7, Canada",Western University (The University of Western Ontario),43.0083511,-81.2620991
Network Biology Collaborative Centre (NBCC),"Life sciences, pharmaceuticals and medical equipment","600 University Avenue, Toronto, ON, M5G 1X5, Canada",Sinai Health System,43.6573971,-79.39033479999999
Neuroscience of Leadership and Teams Lab (NeuroLead),Management and business related services,"1280 Main Street West, Hamilton, ON, L8S 4E8, Canada",McMaster University,43.2652879,-79.91582369999999
Nipissing University Research Data Centre,"Education, Healthcare and social services, Information and communication technologies and media, Policy and governance","100 College Drive, North Bay, ON, P1B 8L7, Canada",Nipissing University,46.3433111,-79.4927524
NMR Center,"Education, Life sciences, pharmaceuticals and medical equipment","Medical Sciences Bldg, Room 1233, Toronto, ON, M5S 1A8, Canada",University of Toronto,43.66080050000001,-79.39350089999999
NMR Facility,"Chemical industries, Education","10 Marie Curie Private, Ottawa, ON, K1N 6N5, Canada",University of Ottawa,45.42095560000001,-75.6813061
NRC Flight Research Laboratory Convair-580 aircraft,"Aerospace and satellites, Agriculture, animal science and food, Chemical industries, Clean technology, Defence and security industries, Education, Energy, Environmental technologies and related services, Forestry and forest-based industries, Transportation","1920 Research Private, bld. U-61, Ottawa, ON, K1V 2B1, Canada",National Research Council Canada,45.3251844,-75.66593929999999
Nuclear Magnetic Resonance (NMR) Facility,"Chemical industries, Education, Energy, Life sciences, pharmaceuticals and medical equipment","1280 Main St. West, Hamilton, ON, L8S 4M1, Canada",McMaster University,43.258822,-79.9209321
Nuclear Magnetic Resonance Spectroscopy - Centre for Biologics Evaluation,"Life sciences, pharmaceuticals and medical equipment","Frederick G Banting Building, Ottawa, ON, K1A 0K9, Canada",Health Canada,45.4048101,-75.741801
Nutrition Research Division,"Agriculture, animal science and food, Life sciences, pharmaceuticals and medical equipment","Sir Frederick G. Banting Research Centre (animal facility), Ottawa, ON, K1A 0K9, Canada",Health Canada,45.4058322,-75.7404631
Offroad Robotics,"Aerospace and satellites, Automotive, Construction (including building, civil engineering, specialty trades), Defence and security industries, Environmental technologies and related services, Forestry and forest-based industries, Mining, minerals and metals","Jackson Hall, Kingston, ON, K7L 3N6, Canada",Queen's University,44.2265694,-76.4930215
OICR Genomics,"Education, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","661 University Avenue, Toronto, ON, M5G 0A3, Canada",Ontario Institute for Cancer Research,43.6594491,-79.3892556
Ontario Centre for the Characterisation of Advanced Materials (OCCAM),"Aerospace and satellites, Agriculture, animal science and food, Arts and cultural industries, Automotive, Chemical industries, Clean technology, Construction (including building, civil engineering, specialty trades), Consumer durables, Consumer non-durables, Defence and security industries, Energy, Environmental technologies and related services, Forestry and forest-based industries, Information and communication technologies and media, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Mining, minerals and metals, Transportation, Utilities","Wallberg Memorial Building, 200 College Street, Toronto, ON, M5S 3E5, Canada",University of Toronto,43.659208,-79.3952824
Open-loop boundary layer wind tunnel,"Construction (including building, civil engineering, specialty trades)","Center for Engineering Innovation, Windsor, ON, N9B 3P4, Canada",University of Windsor,42.304779,-83.0621261
Organic Analytical and Nutrient Laboratory (OANL) - GLIER,"Agriculture, animal science and food, Chemical industries, Environmental technologies and related services, Fisheries and aquaculture, Mining, minerals and metals","2990 Riverside Dr. W, Windsor, ON, N9C 1A2, Canada",University of Windsor,42.3080393,-83.0740761
Orthopaedic Mechatronics (ORTHOtron) Laboratory,"Life sciences, pharmaceuticals and medical equipment","200 University Dr., Waterloo, ON, N2L 3G1, Canada",University of Waterloo,43.4702557,-80.54176149999999
Ottawa Hospital Research Institute Proteomics Core Facility,"Agriculture, animal science and food, Life sciences, pharmaceuticals and medical equipment","501 Smyth Road, Ottawa, ON, K1H 8L6, Canada",The Ottawa Hospital,45.40100899999999,-75.6477007
Parks Canada Agency Laboratories,Arts and cultural industries,"Mulligan Building, Ottawa, ON, K1H 8K3, Canada",Parks Canada,45.37977129999999,-75.6379493
Passeport’s Group,"Agriculture, animal science and food, Chemical industries, Clean technology, Defence and security industries, Energy, Environmental technologies and related services","Galbraith Building, 35 St George Street, Toronto, ON, M5S 1A4, Canada",University of Toronto,43.6598852,-79.39635249999999
Pathology Research Program (PRP) Laboratory,"Education, Life sciences, pharmaceuticals and medical equipment, Professional and technical services (including legal services, architecture, engineering)","200 Elizabeth St., Toronto, ON, M5G 2C4, Canada",University Health Network,43.65960760000001,-79.3880136
Patrice Smith Neuroscience Neuro Repair Lab,Healthcare and social services,"Life Sciences Research Building1125 Colonel By Drive, Ottawa, ON, K1S5B6, Canada",Carleton University,45.3812906,-75.6980724
PHE WISE Digital Culture Lab,"Education, Healthcare and social services, Information and communication technologies and media","61 Charles Street, Oshawa, ON, L1H 4X8, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.8974094,-78.857935
Philip S. Orsino Cell Processing Laboratory,"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","610 University Avenue, Toronto, ON, M5G 2M9, Canada",University Health Network,43.6581169,-79.3907253
Photonics for Life,"Chemical industries, Clean technology, Energy","90 Bader Lane, Kingston, ON, K7L 3N6, Canada",Queen's University,44.2242464,-76.4989143
Physical Activity Centre of Excellence (PACE),"Life sciences, pharmaceuticals and medical equipment","1280 Main St. West, Hamilton, ON, L8S 4L8, Canada",McMaster University,43.2613739,-79.9210947
Plant Metabolism and Metabolomics Lab,"Agriculture, animal science and food, Forestry and forest-based industries","3359 Mississauga Rd N, Toronto, ON, L5L 1C6, Canada",University of Toronto,43.5482599,-79.66268409999999
Polar Data Catalogue,"Aerospace and satellites, Agriculture, animal science and food, Environmental technologies and related services, Fisheries and aquaculture, Ocean industries","200 University Ave W, Waterloo, ON, N2L 3G1, Canada",University of Waterloo,43.471643,-80.5408362
Power Electronics and Drives Applications Lab (PEDAL),"Automotive, Clean technology, Construction (including building, civil engineering, specialty trades), Environmental technologies and related services, Information and communication technologies and media, Professional and technical services (including legal services, architecture, engineering)","2000 Simcoe Street North, Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9450679,-78.8966193
Preclinical Imaging Core (PCIC),"Agriculture, animal science and food, Construction (including building, civil engineering, specialty trades), Forestry and forest-based industries, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","451 Smyth Road, Ottawa, ON, K1H 8M5, Canada",University of Ottawa,45.4022554,-75.6501784
Princess Margaret Genomics Centre (PMGC),"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","101 College Street, Toronto, ON, M5G 1L7, Canada",University Health Network,43.6598399,-79.3880784
Production and Operations Management (POM) Research Lab,"Agriculture, animal science and food, Automotive, Construction (including building, civil engineering, specialty trades), Healthcare and social services, Information and communication technologies and media, Manufacturing and processing, Transportation","401 Sunset Ave., Windsor, ON, N9B 3P4, Canada",University of Windsor,42.3072327,-83.0670514
Protein Biophysics Core Facility,"Education, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","451 Smyth Road, Ottawa, ON, K1H 8M5, Canada",University of Ottawa,45.4022554,-75.6501784
Proteomics Resource Center,"Agriculture, animal science and food, Chemical industries, Clean technology, Education, Environmental technologies and related services, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Professional and technical services (including legal services, architecture, engineering)","451 Smyth Road, Ottawa, ON, K1H 8M5, Canada",University of Ottawa,45.4022554,-75.6501784
Psychiatric Neurogenetics Lab,"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","250 College Street, R-50, Toronto, ON, M5T 1R8, Canada",Centre for Addiction and Mental Health (CAMH),43.65926899999999,-79.3994776
Quantitative Imaging for Personalized Cancer Medicine (QIPCM) Advanced Imaging Core Lab,Healthcare and social services,"190 Elizabeth Street, Toronto, ON, M5G 2C4, Canada",University Health Network,43.6584616,-79.3874525
Quantitative Microbiology Lab,"Life sciences, pharmaceuticals and medical equipment","200 University Ave. W., Waterloo, ON, N2L 3G1, Canada",University of Waterloo,43.471643,-80.5408362
Quantitative MR imaging Laboratory for Cell and Tissue Engineering,"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","MaRS West Tower, Toronto, ON, M5G 1M1, Canada",University of Toronto,43.6595009,-79.3896697
Quantum Dynamics Group,Environmental technologies and related services,"90 Bader Lane, Kingston, ON, K7L 3N6, Canada",Queen's University,44.2242464,-76.4989143
Quantum-Nano Fabrication and Characterization Facility (QNFCF),"Aerospace and satellites, Information and communication technologies and media, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","200 University Avenue West, Waterloo, ON, N2L 3G1, Canada",University of Waterloo,43.471643,-80.5408362
Queen’s CardioPulmonary Unit (QCPU),"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Professional and technical services (including legal services, architecture, engineering)","116 Barrie Street, Kingston, ON, K7L 3J9, Canada",Queen's University,44.2263363,-76.4912919
Queen’s Facility for Isotope Research (QFIR),"Agriculture, animal science and food, Chemical industries, Clean technology, Defence and security industries, Education, Energy, Environmental technologies and related services, Fisheries and aquaculture, Forestry and forest-based industries, Manufacturing and processing, Mining, minerals and metals, Ocean industries, Utilities","35 Union Street, Kingston, ON, K7L 3N6, Canada",Queen's University,44.22771780000001,-76.4926187
Queen’s Muscle Physiology Lab,Healthcare and social services,"28 Division Street, Kingston, ON, K7L 3N6, Canada",Queen's University,44.2286465,-76.49336509999999
Radioactive Waste Management Laboratory - CanmetMINING,"Environmental technologies and related services, Mining, minerals and metals","3484 Limebank Rd., Ottawa, ON, K1V 1E1, Canada",Natural Resources Canada,45.3160477,-75.68754559999999
Radiogenic Isotope Geochemistry and Geochronology Laboratory,"Energy, Environmental technologies and related services, Mining, minerals and metals","601 Booth Street, Ottawa, ON, K1A 0E8, Canada",Natural Resources Canada,45.4019226,-75.7055699
Rail Testing Facilities,"Aerospace and satellites, Agriculture, animal science and food, Automotive, Defence and security industries, Manufacturing and processing, Mining, minerals and metals, Ocean industries, Transportation","2320 Lester Road, Ottawa, ON, K1V 1S2, Canada",National Research Council Canada,45.3295639,-75.6482225
"Railway Wheel, Bearing and Brake Facility","Automotive, Manufacturing and processing, Transportation, Utilities","2320 Lester Road, Ottawa, ON, K1V 1S2, Canada",National Research Council Canada,45.3295639,-75.6482225
Rauh Lab,"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","88 Stuart St., Kingston, ON, K7L 3N6, Canada",Queen's University,44.2243249,-76.4935801
Real-Time Embedded Software (RTEMSOFT) Research Lab,"Automotive, Defence and security industries, Information and communication technologies and media, Manufacturing and processing, Professional and technical services (including legal services, architecture, engineering)","40 Conlin Rd., Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9477084,-78.8992069
Reconfigurable Antenna Laboratory,Information and communication technologies and media,"Bahen Centre for Information Technology, Toronto, ON, M5S 3G4, Canada",University of Toronto,43.65980450000001,-79.39729799999999
